id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
8225,Chevrolet,Spin,2017,102783,2024-08-10,4,Automático
8226,BMW,M3,2016,148500,2024-08-13,5,Automático
8227,Renault,Mégane,2017,106568,2024-07-06,4,Automático
8228,Mitsubishi,Montero,2016,26319,2024-06-12,2,Manual
8229,BMW,320i,2009,242318,2024-08-29,9,Automático
8230,Honda,Pilot,2019,216088,2024-08-27,7,Automático
8231,Chevrolet,S10,2009,266159,2024-09-06,25,Manual
8232,Subaru,Impreza,2011,203532,2024-08-05,6,Automático
8233,Volkswagen,Arteon,2016,270468,2024-08-17,10,Automático
8234,Ford,Explorer,2019,79360,2024-08-12,5,Manual
8235,Kia,Sorento,2013,143553,2024-09-08,10,Manual
8236,Volkswagen,Amarok,2014,270082,2024-09-05,9,Automático
8237,Mercedes-Benz,S-Class,2010,148878,2024-07-22,4,Automático
8238,Fiat,Bravo,2019,18352,2024-06-20,2,Manual
8239,Subaru,Tribeca,2012,12882,2024-03-28,1,Automático
8240,Nissan,370Z,2015,263558,2024-08-14,10,Automático
8241,Chevrolet,Onix,2019,45360,2024-05-23,1,Automático
8242,Kia,Sportage,2023,12702,2024-07-04,2,Manual
8243,Fiat,Bravo,2023,184256,2024-08-27,17,Manual
8244,Renault,Sandero,2020,113642,2024-08-12,11,Manual
8245,Jeep,Grand Cherokee,2011,57033,2024-08-13,3,Manual
8246,Volkswagen,T-Cross,2020,20236,2024-06-11,1,Manual
8247,Hyundai,Santa Fe,2016,207499,2024-09-02,15,Manual
8248,Ford,Mustang,2009,297368,2024-09-05,25,Manual
8249,BMW,Z4,2007,46802,2024-06-13,3,Manual
8250,Fiat,Palio,2012,258053,2024-08-08,9,Automático
8251,Toyota,Fortuner,2018,237989,2024-08-19,16,Manual
8252,Volkswagen,Jetta,2012,281875,2024-08-20,11,Automático
8253,Mercedes-Benz,E-Class,2019,225182,2024-08-25,9,Automático
8254,Toyota,Vios,2022,91868,2024-06-25,3,Automático
8255,Renault,Mégane,2021,45278,2024-07-23,4,Manual
8256,Ford,Fiesta,2008,294454,2024-09-02,26,Manual
8257,Chevrolet,Sonic,2009,88124,2024-06-30,2,Automático
8258,Kia,Sportage,2022,272536,2024-08-12,9,Automático
8259,Volkswagen,Amarok,2010,274963,2024-08-30,26,Manual
8260,Chevrolet,Cruz,2015,263111,2024-08-15,9,Automático
8261,Renault,Kangoo,2022,287312,2024-09-02,9,Automático
8262,Fiat,Strada,2022,284381,2024-09-08,25,Manual
8263,Jeep,Gladiator,2022,23764,2024-07-19,2,Manual
8264,Toyota,Yaris,2009,41175,2024-09-05,2,Manual
8265,Renault,Duster,2016,254342,2024-08-03,8,Automático
8266,Renault,Captur,2012,271541,2024-08-30,23,Manual
8267,Toyota,Vios,2012,263019,2024-09-01,9,Automático
8268,Mitsubishi,Outlander Sport,2013,177544,2024-09-07,15,Manual
8269,Mercedes-Benz,CLA,2020,151430,2024-09-06,14,Manual
8270,Honda,Pilot,2023,279794,2024-08-14,9,Automático
8271,Mercedes-Benz,A-Class,2023,48685,2024-08-18,1,Automático
8272,Volkswagen,Amarok,2023,94128,2024-07-16,3,Automático
8273,Volkswagen,T-Cross,2015,207774,2024-08-20,15,Manual
8274,Honda,HR-V,2016,95100,2024-07-20,3,Automático
8275,Hyundai,Kona,2013,145618,2024-08-07,5,Automático
8276,Renault,Clio,2019,186053,2024-08-22,17,Manual
8277,Mitsubishi,Pajero,2013,245306,2024-08-07,9,Automático
8278,Subaru,Forester,2008,146036,2024-08-23,4,Automático
8279,Volkswagen,T-Cross,2010,247315,2024-08-29,24,Manual
8280,Jeep,Commander,2021,279927,2024-08-25,11,Automático
8281,Ford,Mustang,2021,268134,2024-08-24,19,Manual
8282,Peugeot,2008,2019,79404,2024-09-04,6,Manual
8283,Subaru,Ascent,2013,260334,2024-08-26,10,Automático
8284,Subaru,XV,2007,162759,2024-08-29,6,Automático
8285,Mitsubishi,Montero,2010,145709,2024-09-02,9,Manual
8286,Peugeot,308,2019,70294,2024-07-01,2,Automático
8287,Volkswagen,T-Cross,2023,80160,2024-09-04,6,Manual
8288,Mitsubishi,Outlander Sport,2021,52605,2024-08-30,3,Manual
8289,BMW,320i,2020,97664,2024-06-27,3,Automático
8290,Subaru,XV,2009,54232,2024-08-06,5,Manual
8291,Honda,CR-V,2011,147646,2024-08-15,13,Manual
8292,BMW,530i,2012,275384,2024-08-16,10,Automático
8293,Chevrolet,S10,2012,183024,2024-09-05,16,Manual
8294,Kia,Carnival,2011,145673,2024-08-14,5,Automático
8295,Toyota,RAV4,2017,261151,2024-09-01,10,Automático
8296,BMW,740i,2009,236036,2024-08-28,7,Automático
8297,Volkswagen,Polo,2015,35609,2024-07-23,1,Automático
8298,Honda,Odyssey,2018,173701,2024-07-12,5,Automático
8299,Renault,Zoe,2016,163024,2024-08-11,6,Automático
8300,Mercedes-Benz,CLA,2014,35052,2024-08-14,3,Manual
8301,Hyundai,Tucson,2011,164816,2024-08-09,6,Automático
8302,Chevrolet,Camaro,2010,257405,2024-08-06,8,Automático
8303,Toyota,Corolla,2010,260274,2024-09-01,10,Automático
8304,Chevrolet,Tracker,2008,201703,2024-08-23,7,Automático
8305,Nissan,Titan,2010,106269,2024-09-08,3,Automático
8306,Volkswagen,Virtus,2010,150238,2024-08-15,13,Manual
8307,Mitsubishi,Outlander Sport,2013,152482,2024-08-14,11,Manual
8308,BMW,740i,2009,47970,2024-08-31,3,Manual
8309,Renault,Sandero,2023,51971,2024-07-21,5,Manual
8310,Peugeot,5008,2017,42699,2024-07-04,4,Manual
8311,Nissan,Frontier,2019,220557,2024-08-28,22,Manual
8312,Honda,HR-V,2020,95160,2024-08-15,6,Manual
8313,Ford,Ranger,2008,42745,2024-06-08,1,Automático
8314,Nissan,Altima,2018,258775,2024-08-13,10,Automático
8315,Subaru,XV,2013,238076,2024-08-12,9,Automático
8316,Chevrolet,Prisma,2023,104423,2024-08-22,8,Manual
8317,Chevrolet,Cobalt,2013,70824,2024-08-09,5,Manual
8318,Kia,Optima,2017,234579,2024-08-28,17,Manual
8319,BMW,X3,2007,35969,2024-03-12,1,Automático
8320,Jeep,Gladiator,2016,25359,2024-08-01,1,Manual
8321,Jeep,Wrangler,2010,272253,2024-08-31,23,Manual
8322,Hyundai,Santa Fe,2007,8920,2024-08-23,1,Automático
8323,Fiat,Argo,2010,200955,2024-08-19,6,Automático
8324,Volkswagen,T-Cross,2021,108967,2024-08-25,10,Manual
8325,BMW,530i,2015,44988,2024-07-12,3,Manual
8326,Chevrolet,Prisma,2016,183480,2024-08-26,6,Automático
8327,Ford,Explorer,2015,136065,2024-07-13,4,Automático
8328,Fiat,Fiorino,2014,158643,2024-08-02,5,Automático
8329,Hyundai,Elantra,2020,10051,2024-08-22,2,Manual
8330,Mitsubishi,L200,2008,270435,2024-08-13,10,Automático
8331,Renault,Zoe,2016,6026,2024-06-28,1,Manual
8332,Ford,Fusion,2023,62984,2024-05-13,2,Automático
8333,BMW,X1,2009,297270,2024-08-28,20,Manual
8334,Peugeot,508,2010,96711,2024-08-27,8,Manual
8335,Kia,Carnival,2010,54980,2024-08-05,5,Manual
8336,Mercedes-Benz,GLE,2009,74678,2024-06-10,2,Automático
8337,Kia,Soul,2018,143251,2024-09-01,13,Manual
8338,Renault,Logan,2013,40272,2024-04-11,1,Automático
8339,Subaru,Outback,2009,199838,2024-08-16,7,Automático
8340,Fiat,Uno,2007,43592,2024-07-24,1,Automático
8341,Fiat,Doblò,2013,125212,2024-07-07,4,Automático
8342,Honda,Accord,2014,76910,2024-09-05,7,Manual
8343,Subaru,Crosstrek,2013,71022,2024-09-04,4,Manual
8344,Fiat,Doblò,2007,138612,2024-07-01,4,Automático
8345,Subaru,Crosstrek,2010,120902,2024-08-27,12,Manual
8346,Honda,HR-V,2011,10657,2024-06-01,2,Manual
8347,Honda,City,2014,53534,2024-05-30,2,Automático
8348,Mercedes-Benz,S-Class,2016,142688,2024-09-05,13,Manual
8349,Peugeot,2008,2021,137601,2024-07-20,5,Automático
8350,Mercedes-Benz,GLC,2018,52909,2024-08-13,5,Manual
8351,Volkswagen,T-Cross,2016,281311,2024-08-09,10,Automático
8352,Mercedes-Benz,E-Class,2008,202609,2024-08-14,13,Manual
8353,Ford,Explorer,2008,75127,2024-09-08,2,Automático
8354,Toyota,C-HR,2017,172825,2024-09-02,6,Automático
8355,Toyota,Vios,2020,170899,2024-08-24,12,Manual
8356,Honda,Pilot,2007,115730,2024-06-17,3,Automático
8357,BMW,320i,2022,39827,2024-06-04,1,Automático
8358,Jeep,Wrangler,2007,29123,2024-08-03,1,Manual
8359,Renault,Kangoo,2013,76447,2024-08-09,6,Manual
8360,Toyota,Camry,2018,279572,2024-08-15,9,Automático
8361,Fiat,Strada,2018,119918,2024-07-27,3,Automático
8362,Fiat,Mobi,2016,21191,2024-05-07,1,Automático
8363,Mercedes-Benz,E-Class,2009,41637,2024-08-05,1,Automático
8364,Chevrolet,Onix,2019,50730,2024-07-26,4,Manual
8365,Mercedes-Benz,G-Class,2009,29716,2024-07-07,2,Manual
8366,Subaru,Ascent,2009,75242,2024-06-17,3,Automático
8367,Kia,Picanto,2012,169533,2024-09-02,11,Manual
8368,Nissan,Navara,2011,134480,2024-08-06,9,Manual
8369,Mitsubishi,Eclipse Cross,2022,45111,2024-07-01,1,Automático
8370,Jeep,Cherokee,2008,146432,2024-08-27,5,Automático
8371,Hyundai,HB20,2007,112212,2024-09-07,4,Automático
8372,Jeep,Renegade,2016,136794,2024-08-13,12,Manual
8373,Volkswagen,Polo,2007,170075,2024-09-07,5,Automático
8374,Jeep,Wrangler,2019,299184,2024-08-27,21,Manual
8375,Toyota,Etios,2014,31639,2024-07-11,2,Manual
8376,Mercedes-Benz,E-Class,2012,230977,2024-08-28,21,Manual
8377,Nissan,370Z,2023,206336,2024-08-04,6,Automático
8378,Renault,Sandero,2019,248802,2024-09-04,24,Manual
8379,Fiat,Uno,2014,8247,2024-09-05,2,Manual
8380,Mercedes-Benz,C-Class,2015,141269,2024-08-26,9,Manual
8381,BMW,X1,2010,237708,2024-08-11,8,Automático
8382,Ford,Fusion,2019,41453,2024-06-28,1,Automático
8383,Chevrolet,Onix,2010,276941,2024-08-31,10,Automático
8384,Honda,WR-V,2016,265285,2024-08-19,9,Automático
8385,Volkswagen,Polo,2020,192138,2024-07-25,6,Automático
8386,Fiat,Strada,2023,58083,2024-08-30,1,Automático
8387,Mercedes-Benz,GLC,2019,248670,2024-09-05,22,Manual
8388,Nissan,Frontier,2016,278437,2024-09-05,18,Manual
8389,Honda,WR-V,2014,221812,2024-09-03,14,Manual
8390,Mitsubishi,ASX,2023,283655,2024-09-05,11,Automático
8391,Ford,Ranger,2018,172529,2024-09-01,12,Manual
8392,Volkswagen,Passat,2013,249673,2024-08-03,8,Automático
8393,Ford,F-150,2009,252399,2024-09-06,22,Manual
8394,Volkswagen,Virtus,2013,293815,2024-09-07,26,Manual
8395,Mercedes-Benz,E-Class,2007,236341,2024-09-07,9,Automático
8396,Kia,Picanto,2023,44004,2024-03-29,1,Automático
8397,Fiat,Tipo,2014,158881,2024-08-31,11,Manual
8398,Jeep,Gladiator,2007,160930,2024-08-27,14,Manual
8399,Fiat,Palio,2015,240399,2024-08-26,21,Manual
8400,Hyundai,HB20,2023,205835,2024-09-02,17,Manual
8401,Hyundai,Tucson,2016,88103,2024-09-04,8,Manual
8402,Nissan,March,2014,111486,2024-09-07,4,Automático
8403,Hyundai,Kona,2021,289386,2024-08-24,19,Manual
8404,Mitsubishi,L200,2021,269974,2024-08-21,9,Automático
8405,Hyundai,Creta,2014,155284,2024-08-05,6,Automático
8406,Ford,Explorer,2019,46492,2024-08-16,1,Automático
8407,Peugeot,508,2022,94049,2024-07-09,3,Automático
8408,Renault,Sandero,2012,108063,2024-09-02,8,Manual
8409,Fiat,Palio,2014,117572,2024-08-10,9,Manual
8410,Renault,Zoe,2016,267666,2024-08-11,8,Automático
8411,Honda,Odyssey,2021,191514,2024-07-21,6,Automático
8412,BMW,118i,2011,106951,2024-07-11,3,Automático
8413,Toyota,Vios,2009,7886,2024-08-07,1,Automático
8414,Fiat,Toro,2020,49180,2024-03-16,1,Automático
8415,Mercedes-Benz,S-Class,2017,249564,2024-09-08,24,Manual
8416,Chevrolet,Spin,2010,59602,2024-07-11,4,Manual
8417,Fiat,Fiorino,2009,51159,2024-07-30,5,Manual
8418,Renault,Mégane,2012,240958,2024-08-25,18,Manual
8419,Subaru,XV,2023,214740,2024-08-27,16,Manual
8420,Peugeot,508,2022,252705,2024-09-04,20,Manual
8421,Chevrolet,Cobalt,2007,95279,2024-07-03,3,Automático
8422,BMW,M3,2017,113827,2024-08-19,11,Manual
8423,Hyundai,Kona,2015,235266,2024-08-22,9,Automático
8424,Nissan,Versa,2008,60489,2024-08-15,6,Manual
8425,Ford,Edge,2022,31719,2024-08-08,1,Automático
8426,Toyota,RAV4,2010,131742,2024-07-03,4,Automático
8427,Ford,Fiesta,2009,45693,2024-07-27,3,Manual
8428,Nissan,Navara,2007,47229,2024-08-15,3,Manual
8429,Peugeot,208,2013,36805,2024-07-06,1,Automático
8430,Jeep,Cherokee,2019,188486,2024-07-29,6,Automático
8431,Ford,EcoSport,2020,7745,2024-08-27,1,Automático
8432,Ford,Mustang,2012,275702,2024-08-25,23,Manual
8433,Mitsubishi,L200,2009,264578,2024-09-01,20,Manual
8434,Mitsubishi,Outlander Sport,2011,49910,2024-06-14,3,Manual
8435,Fiat,Tipo,2010,115613,2024-06-14,3,Automático
8436,Jeep,Gladiator,2016,225551,2024-09-02,8,Automático
8437,Kia,Sportage,2015,227210,2024-08-08,7,Automático
8438,Peugeot,208,2020,283213,2024-08-15,11,Automático
8439,Mercedes-Benz,C-Class,2017,102976,2024-09-07,8,Manual
8440,Toyota,Corolla,2021,136471,2024-09-04,10,Manual
8441,Nissan,X-Trail,2014,262619,2024-09-06,20,Manual
8442,Ford,Explorer,2023,212542,2024-08-19,16,Manual
8443,Fiat,Argo,2020,32428,2024-06-25,1,Automático
8444,Mercedes-Benz,C-Class,2013,185004,2024-08-30,13,Manual
8445,Peugeot,308,2019,236816,2024-09-07,19,Manual
8446,Fiat,Tipo,2014,142006,2024-08-23,13,Manual
8447,Toyota,Corolla,2012,217733,2024-08-26,21,Manual
8448,Mercedes-Benz,S-Class,2010,97266,2024-09-08,3,Automático
8449,Subaru,XV,2022,31855,2024-08-04,3,Manual
8450,Renault,Kangoo,2013,236659,2024-08-06,7,Automático
8451,Mercedes-Benz,GLA,2012,268372,2024-08-27,8,Automático
8452,Ford,Fiesta,2013,62812,2024-05-29,2,Automático
8453,Ford,Edge,2022,298554,2024-08-31,28,Manual
8454,Mercedes-Benz,GLA,2020,31621,2024-05-25,1,Automático
8455,Kia,Sorento,2014,60472,2024-08-17,2,Automático
8456,Volkswagen,Virtus,2009,162895,2024-08-08,6,Automático
8457,Toyota,RAV4,2019,24309,2024-06-26,1,Automático
8458,Fiat,Uno,2016,158424,2024-09-04,12,Manual
8459,Renault,Zoe,2021,241964,2024-09-03,17,Manual
8460,Hyundai,i30,2007,267656,2024-09-02,25,Manual
8461,Nissan,Rogue,2023,78355,2024-07-29,3,Automático
8462,Mitsubishi,Montero,2023,120841,2024-08-18,11,Manual
8463,Subaru,Legacy,2023,257262,2024-08-15,8,Automático
8464,Volkswagen,Amarok,2016,88930,2024-08-22,2,Automático
8465,Peugeot,Boxer,2015,247857,2024-08-27,16,Manual
8466,Volkswagen,Up!,2012,256233,2024-09-04,17,Manual
8467,BMW,M3,2011,149508,2024-08-24,5,Automático
8468,Nissan,Altima,2020,5434,2024-08-25,1,Automático
8469,Kia,Carnival,2012,297158,2024-08-31,24,Manual
8470,Jeep,Renegade,2019,76441,2024-09-01,5,Manual
8471,Jeep,Renegade,2018,111246,2024-08-13,8,Manual
8472,Renault,Captur,2023,99648,2024-08-24,8,Manual
8473,Mercedes-Benz,C-Class,2009,106860,2024-08-10,9,Manual
8474,Mitsubishi,Pajero,2008,15983,2024-05-30,1,Manual
8475,Peugeot,208,2012,68585,2024-08-07,6,Manual
8476,Fiat,Tipo,2007,159213,2024-08-30,5,Automático
8477,Nissan,Titan,2007,185861,2024-07-27,7,Automático
8478,BMW,X3,2020,10678,2024-08-14,1,Manual
8479,Volkswagen,Amarok,2021,39665,2024-08-30,2,Manual
8480,Peugeot,Boxer,2018,211107,2024-09-08,21,Manual
8481,Chevrolet,Onix,2012,86934,2024-09-03,2,Automático
8482,Toyota,RAV4,2017,11008,2024-04-06,1,Automático
8483,Renault,Logan,2013,234096,2024-08-27,20,Manual
8484,Jeep,Gladiator,2023,87625,2024-08-29,7,Manual
8485,Ford,Fusion,2020,145536,2024-08-15,13,Manual
8486,Volkswagen,Gol,2010,153258,2024-08-14,6,Automático
8487,Subaru,WRX,2021,176109,2024-08-23,5,Automático
8488,Renault,Captur,2023,71782,2024-08-27,5,Manual
8489,Fiat,Mobi,2018,117719,2024-08-16,9,Manual
8490,Mercedes-Benz,CLA,2021,171287,2024-08-12,5,Automático
8491,Honda,Civic,2007,181982,2024-09-01,16,Manual
8492,Fiat,Fiorino,2020,128048,2024-08-07,5,Automático
8493,Toyota,RAV4,2018,267720,2024-09-06,8,Automático
8494,Chevrolet,S10,2018,126084,2024-09-03,9,Manual
8495,Ford,Ranger,2017,235540,2024-08-24,21,Manual
8496,Peugeot,5008,2009,8603,2024-06-30,1,Manual
8497,Toyota,Vios,2010,44136,2024-07-08,2,Manual
8498,Jeep,Patriot,2009,180251,2024-07-23,6,Automático
8499,Mitsubishi,Outlander Sport,2007,18617,2024-05-05,1,Automático
8500,Kia,Sorento,2019,101469,2024-07-18,3,Automático
8501,Mitsubishi,L200,2013,161397,2024-09-07,5,Automático
8502,Renault,Clio,2014,111976,2024-07-16,3,Automático
8503,Hyundai,Sonata,2008,210186,2024-09-01,21,Manual
8504,Volkswagen,T-Cross,2020,271750,2024-08-25,22,Manual
8505,Hyundai,Sonata,2019,46675,2024-06-15,3,Manual
8506,Nissan,Frontier,2021,188743,2024-08-17,13,Manual
8507,Peugeot,Partner,2014,156857,2024-09-08,13,Manual
8508,Hyundai,Azera,2008,125010,2024-07-12,5,Automático
8509,Hyundai,HB20,2019,221695,2024-08-19,16,Manual
8510,Jeep,Commander,2009,85099,2024-09-06,3,Automático
8511,Hyundai,Creta,2007,163298,2024-09-02,6,Automático
8512,Chevrolet,Prisma,2009,179387,2024-09-04,13,Manual
8513,Honda,Insight,2009,201740,2024-08-23,20,Manual
8514,Hyundai,Santa Fe,2012,293514,2024-09-03,11,Automático
8515,Peugeot,5008,2010,58879,2024-07-17,4,Manual
8516,Nissan,March,2017,50080,2024-07-31,4,Manual
8517,Fiat,Doblò,2012,101617,2024-09-08,6,Manual
8518,Chevrolet,Prisma,2011,98025,2024-06-26,3,Automático
8519,Kia,Carnival,2009,255535,2024-08-24,18,Manual
8520,Nissan,X-Trail,2014,56722,2024-07-17,3,Manual
8521,Chevrolet,Camaro,2013,49548,2024-09-04,1,Automático
8522,Renault,Kangoo,2019,164810,2024-07-19,5,Automático
8523,Jeep,Compass,2008,154731,2024-08-15,5,Automático
8524,Toyota,Land Cruiser,2014,77862,2024-08-01,5,Manual
8525,Renault,Clio,2014,250573,2024-08-27,10,Automático
8526,Volkswagen,Arteon,2011,174652,2024-08-25,16,Manual
8527,Hyundai,Santa Fe,2023,268346,2024-09-08,25,Manual
8528,Ford,EcoSport,2014,180787,2024-07-30,7,Automático
8529,Mitsubishi,Lancer,2018,296687,2024-09-02,26,Manual
8530,Peugeot,208,2023,61429,2024-07-21,4,Manual
8531,Honda,WR-V,2015,131762,2024-08-15,12,Manual
8532,Peugeot,3008,2017,282119,2024-09-06,25,Manual
8533,Fiat,Tipo,2015,57998,2024-04-02,1,Automático
8534,Subaru,XV,2017,284230,2024-08-29,22,Manual
8535,Mitsubishi,L200,2009,134199,2024-08-06,5,Automático
8536,Hyundai,Creta,2023,189421,2024-08-22,6,Automático
8537,Volkswagen,Touareg,2019,281122,2024-08-09,10,Automático
8538,Renault,Clio,2019,167751,2024-08-28,6,Automático
8539,Mitsubishi,Galant,2022,214489,2024-09-02,20,Manual
8540,Hyundai,i30,2007,225169,2024-08-29,8,Automático
8541,Mitsubishi,Eclipse Cross,2023,207358,2024-08-19,16,Manual
8542,Kia,Cerato,2010,155958,2024-07-13,5,Automático
8543,Toyota,Vios,2020,182706,2024-09-08,14,Manual
8544,Mitsubishi,Montero,2013,200661,2024-08-31,14,Manual
8545,Mercedes-Benz,GLC,2018,157666,2024-07-26,5,Automático
8546,Nissan,Kicks,2009,226275,2024-08-10,7,Automático
8547,Honda,Odyssey,2011,233229,2024-08-29,17,Manual
8548,BMW,M3,2009,206004,2024-09-08,16,Manual
8549,Kia,Carnival,2018,128848,2024-09-07,5,Automático
8550,Nissan,370Z,2022,219415,2024-09-08,14,Manual
8551,Fiat,Argo,2022,93289,2024-08-10,3,Automático
8552,Mercedes-Benz,GLE,2012,134161,2024-08-15,10,Manual
8553,Honda,CR-V,2018,216907,2024-08-21,7,Automático
8554,Renault,Duster,2023,296880,2024-08-10,10,Automático
8555,Ford,Edge,2012,185068,2024-08-29,18,Manual
8556,Renault,Clio,2016,35419,2024-07-16,2,Manual
8557,Peugeot,Partner,2021,102716,2024-08-31,9,Manual
8558,Mitsubishi,Eclipse Cross,2020,67680,2024-06-29,4,Manual
8559,Toyota,Camry,2007,206012,2024-08-09,8,Automático
8560,Renault,Captur,2020,292260,2024-08-12,11,Automático
8561,Kia,Optima,2007,95916,2024-08-19,7,Manual
8562,Nissan,March,2020,72414,2024-08-14,5,Manual
8563,Hyundai,Veloster,2008,285053,2024-09-08,19,Manual
8564,Jeep,Cherokee,2023,93652,2024-09-01,7,Manual
8565,Volkswagen,Arteon,2010,23413,2024-05-18,2,Manual
8566,Honda,Fit,2017,195562,2024-09-01,15,Manual
8567,Mercedes-Benz,SLC,2007,164852,2024-08-14,10,Manual
8568,Fiat,Mobi,2010,25252,2024-07-22,1,Automático
8569,Toyota,RAV4,2015,123364,2024-07-29,4,Automático
8570,Toyota,Vios,2017,254375,2024-08-31,25,Manual
8571,Mitsubishi,ASX,2011,97835,2024-07-31,3,Automático
8572,Nissan,Rogue,2011,73206,2024-08-28,2,Automático
8573,Volkswagen,Touareg,2020,25868,2024-08-13,1,Automático
8574,Honda,Odyssey,2009,239748,2024-08-16,8,Automático
8575,Mercedes-Benz,GLC,2018,66122,2024-08-21,4,Manual
8576,Ford,Explorer,2013,130141,2024-08-26,4,Automático
8577,Mercedes-Benz,E-Class,2007,146827,2024-08-17,14,Manual
8578,Peugeot,508,2020,279698,2024-09-01,9,Automático
8579,Mercedes-Benz,GLA,2018,280530,2024-08-30,22,Manual
8580,Ford,EcoSport,2007,129503,2024-09-08,8,Manual
8581,BMW,Z4,2016,13807,2024-06-20,1,Automático
8582,Mitsubishi,ASX,2022,20409,2024-06-03,1,Manual
8583,Mitsubishi,Pajero,2010,155848,2024-07-31,6,Automático
8584,Hyundai,Elantra,2020,158947,2024-08-09,6,Automático
8585,Ford,Fusion,2015,121854,2024-08-06,8,Manual
8586,Hyundai,HB20,2014,186508,2024-08-08,7,Automático
8587,BMW,X5,2010,83903,2024-07-17,5,Manual
8588,Peugeot,Partner,2016,203948,2024-09-04,15,Manual
8589,BMW,118i,2023,66321,2024-06-01,2,Automático
8590,Hyundai,Azera,2015,207270,2024-09-02,6,Automático
8591,Hyundai,Veloster,2011,30388,2024-08-12,3,Manual
8592,Hyundai,Veloster,2010,98324,2024-08-13,8,Manual
8593,Hyundai,Veloster,2022,189900,2024-08-25,7,Automático
8594,Subaru,Tribeca,2015,113783,2024-07-05,4,Automático
8595,Honda,CR-V,2012,223850,2024-08-26,22,Manual
8596,Hyundai,HB20,2013,265985,2024-09-06,20,Manual
8597,Honda,Insight,2010,107375,2024-08-29,3,Automático
8598,Volkswagen,Touareg,2020,89375,2024-06-09,2,Automático
8599,Fiat,Palio,2017,236502,2024-08-10,8,Automático
8600,Kia,Optima,2013,58851,2024-05-18,2,Automático
8601,BMW,X3,2018,41443,2024-06-12,3,Manual
8602,Chevrolet,Spin,2012,54001,2024-07-18,1,Automático
8603,Subaru,Legacy,2009,50879,2024-07-14,5,Manual
8604,Honda,Accord,2021,81362,2024-08-07,3,Automático
8605,BMW,320i,2017,244040,2024-09-08,24,Manual
8606,Honda,Fit,2015,132412,2024-08-12,4,Automático
8607,Volkswagen,Jetta,2007,253443,2024-09-05,17,Manual
8608,Jeep,Gladiator,2021,190734,2024-09-06,17,Manual
8609,Ford,Mustang,2013,12140,2024-08-21,2,Manual
8610,Jeep,Grand Cherokee,2016,32716,2024-07-20,2,Manual
8611,Hyundai,Elantra,2014,162303,2024-08-22,5,Automático
8612,BMW,X1,2017,202728,2024-09-07,16,Manual
8613,Fiat,Toro,2015,65648,2024-07-17,4,Manual
8614,Hyundai,i30,2021,138503,2024-08-16,10,Manual
8615,Honda,CR-V,2009,198123,2024-08-19,6,Automático
8616,Renault,Clio,2023,259246,2024-08-26,24,Manual
8617,Volkswagen,Touareg,2020,236234,2024-09-01,9,Automático
8618,Jeep,Patriot,2014,233771,2024-08-17,8,Automático
8619,Hyundai,Elantra,2008,90280,2024-08-03,8,Manual
8620,Subaru,XV,2013,112700,2024-08-28,11,Manual
8621,Hyundai,Elantra,2023,164015,2024-08-26,11,Manual
8622,Mitsubishi,Outlander,2010,18771,2024-08-20,1,Automático
8623,Ford,EcoSport,2014,185036,2024-09-01,13,Manual
8624,Fiat,Palio,2014,219542,2024-08-20,7,Automático
8625,Jeep,Liberty,2021,195330,2024-09-03,19,Manual
8626,Mercedes-Benz,SLC,2007,116608,2024-07-04,3,Automático
8627,Nissan,370Z,2015,118496,2024-06-21,3,Automático
8628,Jeep,Patriot,2017,5892,2024-06-26,1,Automático
8629,Toyota,Yaris,2007,210127,2024-08-21,7,Automático
8630,Peugeot,508,2017,262406,2024-09-03,22,Manual
8631,Renault,Talisman,2013,203477,2024-09-08,8,Automático
8632,Volkswagen,Jetta,2018,43919,2024-08-24,3,Manual
8633,Mitsubishi,Outlander Sport,2019,21397,2024-08-16,1,Automático
8634,Volkswagen,Gol,2009,253200,2024-08-30,8,Automático
8635,BMW,Z4,2013,216651,2024-08-24,21,Manual
8636,Chevrolet,S10,2011,61181,2024-08-04,2,Automático
8637,Mitsubishi,Eclipse Cross,2018,183244,2024-08-14,6,Automático
8638,Hyundai,Kona,2011,121643,2024-07-18,4,Automático
8639,Honda,Odyssey,2019,128407,2024-08-30,5,Automático
8640,Peugeot,Partner,2008,53951,2024-09-02,4,Manual
8641,Chevrolet,Camaro,2010,161111,2024-08-27,14,Manual
8642,Peugeot,3008,2017,97465,2024-08-05,3,Automático
8643,Nissan,Frontier,2019,229471,2024-08-31,7,Automático
8644,Toyota,Fortuner,2022,122861,2024-08-22,4,Automático
8645,Chevrolet,Onix,2017,126889,2024-08-27,9,Manual
8646,Renault,Kwid,2008,118200,2024-06-16,3,Automático
8647,Hyundai,Azera,2008,16973,2024-08-10,1,Automático
8648,Ford,Fiesta,2015,23792,2024-03-13,1,Automático
8649,Mitsubishi,Pajero,2017,289962,2024-09-03,23,Manual
8650,BMW,320i,2010,19438,2024-04-07,1,Automático
8651,Nissan,Rogue,2012,17520,2024-04-15,1,Automático
8652,Kia,Cerato,2007,99284,2024-09-02,3,Automático
8653,Subaru,Tribeca,2009,88663,2024-05-17,2,Automático
8654,Honda,CR-V,2011,41685,2024-07-20,1,Automático
8655,Mitsubishi,Montero,2017,52940,2024-07-03,1,Automático
8656,Renault,Zoe,2018,86445,2024-06-16,3,Automático
