Problemas,Frases
Sensor de pressão dos pneus defeituoso,A luz do sensor de pressão dos pneus não para de piscar.
Sensor de pressão dos pneus defeituoso,Não consigo entender por que a luz de pressão dos pneus continua acesa.
Sensor de pressão dos pneus defeituoso,O aviso de pressão dos pneus acende de vez em quando.
Sensor de pressão dos pneus defeituoso,"O painel está indicando algo estranho, deve ser o sensor de pneus."
Sensor de pressão dos pneus defeituoso,O carro está com uma luz de alerta que não sei como tirar.
Sensor de pressão dos pneus defeituoso,O sensor de pressão dos pneus não parece estar funcionando direito.
Sensor de pressão dos pneus defeituoso,"O painel do carro mostra um símbolo de pressão dos pneus, não sei o que fazer."
Sensor de pressão dos pneus defeituoso,A luz de alerta de pressão dos pneus está sempre piscando.
Sensor de pressão dos pneus defeituoso,"Não entendo bem de carros, mas o painel está mostrando um aviso dos pneus."
Sensor de pressão dos pneus defeituoso,A luz de pressão dos pneus fica acesa mesmo depois de calibrar os pneus.
Sensor de pressão dos pneus defeituoso,"O carro está avisando algo sobre os pneus, não sei o que isso significa."
Sensor de pressão dos pneus defeituoso,"O painel está piscando uma luz estranha, deve ser problema com o sensor."
Sensor de pressão dos pneus defeituoso,A luz de pressão dos pneus não apaga e o carro está piscando um alerta.
Sensor de pressão dos pneus defeituoso,"Acho que o sensor de pressão dos pneus está avariado, porque a luz está sempre acesa."
Sensor de pressão dos pneus defeituoso,"O carro está mostrando um símbolo que não reconheço, deve ser o sensor."
Sensor de pressão dos pneus defeituoso,O painel de instrumentos mostra uma luz que não desaparece.
Sensor de pressão dos pneus defeituoso,Não sei o que significa a luz do painel sobre os pneus.
Sensor de pressão dos pneus defeituoso,"O sensor de pressão está com um problema, a luz não apaga."
Sensor de pressão dos pneus defeituoso,"O carro está avisando sobre pressão dos pneus, mesmo depois de verificar."
Sensor de pressão dos pneus defeituoso,"A luz de pressão dos pneus continua acesa, mesmo com os pneus calibrados."
Sensor de pressão dos pneus defeituoso,O painel está mostrando um símbolo que pode ser o sensor dos pneus.
Sensor de pressão dos pneus defeituoso,A luz de alerta sobre os pneus não para de piscar.
Sensor de pressão dos pneus defeituoso,"O carro está com um aviso estranho no painel, pode ser o sensor."
Sensor de pressão dos pneus defeituoso,A luz do sensor de pressão dos pneus está piscando e não some.
Sensor de pressão dos pneus defeituoso,O painel mostra uma luz de aviso dos pneus e não sei o que fazer.
Sensor de pressão dos pneus defeituoso,"O carro está com uma luz de alerta que não desaparece, deve ser o sensor de pneus."
Sensor de pressão dos pneus defeituoso,"O sensor de pressão dos pneus está com um problema, a luz continua acesa."
Sensor de pressão dos pneus defeituoso,O painel mostra uma luz de alerta sobre os pneus que não apaga.
Sensor de pressão dos pneus defeituoso,Não sei por que o painel está mostrando um aviso dos pneus.
Sensor de pressão dos pneus defeituoso,O carro está com um aviso de pressão dos pneus que não desaparece.
Sensor de pressão dos pneus defeituoso,O painel está piscando uma luz que pode ser o sensor de pressão dos pneus.
Sensor de pressão dos pneus defeituoso,O carro está com um símbolo estranho no painel que pode ser sobre os pneus.
Sensor de pressão dos pneus defeituoso,A luz de pressão dos pneus não para de piscar e eu não sei o motivo.
Bobina de ignição defeituosa,O carro está falhando quando acelero.
Bobina de ignição defeituosa,A partida está demorando mais do que o normal.
Bobina de ignição defeituosa,A luz de ignição está acesa no painel.
Bobina de ignição defeituosa,Sinto que a potência do motor caiu.
Bobina de ignição defeituosa,O motor está engasgando e parece que a ignição não está funcionando.
Bobina de ignição defeituosa,O carro não está ligando de primeira.
Bobina de ignição defeituosa,Sinto um atraso na resposta do acelerador.
Bobina de ignição defeituosa,A luz do painel está piscando e o motor não está bom.
Bobina de ignição defeituosa,O carro está morrendo durante a condução.
Bobina de ignição defeituosa,A potência do carro está muito baixa.
Bobina de ignição defeituosa,"Quando acelero, o carro parece engasgar."
Bobina de ignição defeituosa,"A luz de ignição está sempre acesa, e o motor não está funcionando direito."
Bobina de ignição defeituosa,O carro não está pegando como antes.
Bobina de ignição defeituosa,A sensação é que o motor está falhando e não acelera bem.
Bobina de ignição defeituosa,Estou sentindo que a potência do motor está irregular.
Bobina de ignição defeituosa,O carro tem dificuldade para manter a marcha.
Bobina de ignição defeituosa,O motor está fazendo um barulho estranho e não liga bem.
Bobina de ignição defeituosa,A luz de ignição está piscando e o carro não está reagindo.
Bobina de ignição defeituosa,Sinto um tremor quando o carro está em marcha lenta.
Bobina de ignição defeituosa,"A partida está muito difícil, e o carro falha."
Bobina de ignição defeituosa,"A luz de ignição está sempre acesa, e o carro está fraco."
Bobina de ignição defeituosa,"Quando acelero, o carro hesita e não desenvolve."
Bobina de ignição defeituosa,A potência do motor está bem baixa.
Bobina de ignição defeituosa,O carro não acelera como antes e a luz de ignição não apaga.
Bobina de ignição defeituosa,O motor não está pegando bem e parece que está falhando.
Bobina de ignição defeituosa,A luz de ignição está acesa e o carro está engasgando.
Bobina de ignição defeituosa,"Estou tendo problemas para acelerar, e a luz de ignição está acesa."
Bobina de ignição defeituosa,"A potência do motor caiu drasticamente, e a luz de ignição está piscando."
Bobina de ignição defeituosa,O carro está engasgando e não está desenvolvendo potência.
Bobina de ignição defeituosa,Sinto que a ignição não está funcionando direito e o motor está fraco.
Bobina de ignição defeituosa,O carro tem dificuldade para dar partida e a luz de ignição está acesa.
Bobina de ignição defeituosa,A partida está difícil e o motor está falhando.
Bobina de ignição defeituosa,O carro não está pegando bem e parece que a ignição está com problema.
Bobina de ignição defeituosa,A potência do motor parece estar reduzida e a luz de ignição não apaga.
Bobina de ignição defeituosa,O carro está morrendo e a luz de ignição está sempre acesa.
Bobina de ignição defeituosa,A luz de ignição está piscando e o motor está falhando.
Bobina de ignição defeituosa,O carro não está desenvolvendo potência e a luz de ignição está acesa.
Bobina de ignição defeituosa,Sinto um atraso na aceleração e a luz de ignição está sempre acesa.
Bobina de ignição defeituosa,A partida está difícil e o motor não está funcionando bem.
Bobina de ignição defeituosa,O carro está com a potência reduzida e a luz de ignição está piscando.
Bobina de ignição defeituosa,O motor não responde como antes e a luz de ignição está acesa.
Bobina de ignição defeituosa,A luz de ignição está sempre acesa e o carro não acelera bem.
Bobina de ignição defeituosa,O carro está engasgando e a luz de ignição está piscando.
Bobina de ignição defeituosa,Sinto que a ignição não está funcionando direito e a potência do motor está baixa.
Bobina de ignição defeituosa,A luz de ignição está acesa e o carro tem dificuldade para pegar.
Bobina de ignição defeituosa,O motor está fraco e a luz de ignição está sempre acesa.
Bobina de ignição defeituosa,"Quando acelero, o carro hesita e a luz de ignição está piscando."
Bobina de ignição defeituosa,O carro não está desenvolvendo potência e a luz de ignição não apaga.
Bobina de ignição defeituosa,A luz de ignição está piscando e o carro está falhando.
Bobina de ignição defeituosa,O motor está engasgando e a luz de ignição está acesa.
Falha no módulo ABS,A luz do ABS está acesa no painel.
Falha no módulo ABS,O carro vibra quando eu freio.
Falha no módulo ABS,O sistema de freios está fazendo um barulho estranho.
Falha no módulo ABS,Sinto que o ABS não está funcionando direito.
Falha no módulo ABS,O carro não está parando como antes e a luz do ABS está acesa.
Falha no módulo ABS,"Quando eu freio, o carro parece escorregar."
Falha no módulo ABS,A luz do ABS não apaga e o carro está vibrando.
Falha no módulo ABS,O sistema de frenagem está com problemas e a luz do ABS está acesa.
Falha no módulo ABS,O carro está fazendo um ruído quando eu freio.
Falha no módulo ABS,A luz do ABS está piscando e o carro não freia bem.
Falha no módulo ABS,O carro está vibrando muito quando eu freio.
Falha no módulo ABS,O ABS não parece estar funcionando e a luz está acesa.
Falha no módulo ABS,Sinto que os freios não estão respondendo bem e a luz do ABS está acesa.
Falha no módulo ABS,"Quando freio, o carro está fazendo um barulho estranho e a luz do ABS está acesa."
Falha no módulo ABS,"O carro está com um problema no sistema de ABS, a luz está acesa."
Falha no módulo ABS,A luz do ABS está sempre acesa e o carro está vibrando ao frear.
Falha no módulo ABS,O ABS não está funcionando bem e o carro está fazendo um barulho.
Falha no módulo ABS,"Quando freio, o carro está escorregando e a luz do ABS está acesa."
Falha no módulo ABS,O carro está vibrando muito ao frear e a luz do ABS não apaga.
Falha no módulo ABS,A luz do ABS está piscando e o carro está com problemas nos freios.
Falha no módulo ABS,O carro está com uma luz de ABS acesa e vibra quando freio.
Falha no módulo ABS,Sinto que o sistema de frenagem não está funcionando bem e a luz do ABS está acesa.
Falha no módulo ABS,A luz do ABS está sempre acesa e o carro está fazendo um barulho ao frear.
Falha no módulo ABS,"Quando freio, o carro vibra e a luz do ABS está acesa."
Falha no módulo ABS,O ABS não parece estar funcionando e o carro está vibrando ao frear.
Falha no módulo ABS,O carro está com uma luz de ABS acesa e vibra quando eu freio.
Falha no módulo ABS,O sistema de freios está com problemas e a luz do ABS está acesa.
Falha no módulo ABS,A luz do ABS não apaga e o carro está escorregando ao frear.
Falha no módulo ABS,"Quando freio, o carro está fazendo um barulho e a luz do ABS está acesa."
Falha no módulo ABS,O ABS não está funcionando e o carro está vibrando muito.
Falha no módulo ABS,A luz do ABS está piscando e o carro está com problemas de frenagem.
Falha no módulo ABS,O carro está vibrando ao frear e a luz do ABS está acesa.
Falha no módulo ABS,Sinto que o ABS não está funcionando bem e a luz está acesa.
Falha no módulo ABS,A luz do ABS está acesa e o carro não está parando como deveria.
Falha no módulo ABS,O carro está fazendo um ruído estranho ao frear e a luz do ABS está acesa.
Falha no módulo ABS,O ABS está com problemas e o carro está vibrando quando eu freio.
Falha no módulo ABS,"Quando eu freio, o carro está com um barulho e a luz do ABS não apaga."
Falha no módulo ABS,A luz do ABS está sempre acesa e o carro está com problemas nos freios.
Falha no módulo ABS,O carro está vibrando e a luz do ABS está acesa.
Falha no módulo ABS,O ABS não está funcionando bem e o carro está com problemas ao frear.
Falha no módulo ABS,A luz do ABS está acesa e o carro está fazendo um barulho ao frear.
Falha no módulo ABS,O carro está com problemas de ABS e vibra quando eu freio.
Falha no módulo ABS,A luz do ABS não apaga e o carro está escorregando ao frear.
Falha no módulo ABS,"Quando eu freio, o carro está com um barulho e a luz do ABS está acesa."
Termostato,O carro está superaquecendo rapidamente.
Termostato,A temperatura do motor está subindo muito.
Termostato,Sinto que o motor está aquecendo demais.
Termostato,A luz de temperatura está acesa e o carro está superaquecendo.
Termostato,O carro está ficando muito quente e a temperatura está alta.
Termostato,O motor está esquentando demais e a luz de temperatura está acesa.
Termostato,A temperatura do motor está sempre alta.
Termostato,O carro está superaquecendo e o termostato pode estar com problema.
Termostato,A temperatura do motor está subindo e não desce.
Termostato,O carro está fazendo um barulho de superaquecimento.
Termostato,A luz de temperatura está piscando e o motor está quente.
Termostato,O carro está esquentando muito rápido e a temperatura está alta.
Termostato,A temperatura do motor está muito alta e o carro está superaquecendo.
Termostato,O carro está com problemas de aquecimento e a luz de temperatura está acesa.
Termostato,O motor está superaquecendo e a luz de temperatura não apaga.
Termostato,O carro está ficando muito quente e o termostato pode estar defeituoso.
Termostato,A temperatura está alta e o carro está esquentando demais.
Termostato,O carro está superaquecendo e a luz de temperatura está sempre acesa.
Termostato,A luz de temperatura está piscando e o motor está esquentando demais.
Termostato,O motor está muito quente e o carro está com problemas de aquecimento.
Termostato,O carro está com a temperatura alta e está superaquecendo.
Termostato,A luz de temperatura está acesa e o carro está esquentando rápido.
Termostato,A temperatura do motor não está normal e o carro está superaquecendo.
Termostato,O carro está com problemas de superaquecimento e a luz de temperatura está acesa.
Termostato,O motor está esquentando muito rápido e a temperatura está alta.
Termostato,O carro está ficando muito quente e a luz de temperatura está piscando.
Termostato,A luz de temperatura está sempre acesa e o motor está superaquecendo.
Termostato,O carro está com problemas de aquecimento e a temperatura está alta.
Termostato,O motor está muito quente e a luz de temperatura está piscando.
Termostato,A temperatura do motor está subindo e o carro está esquentando demais.
Termostato,O carro está superaquecendo e a luz de temperatura não apaga.
Termostato,A luz de temperatura está acesa e o motor está esquentando demais.
Termostato,O carro está com problemas de superaquecimento e a temperatura está alta.
Termostato,A temperatura do motor está alta e o carro está ficando muito quente.
Termostato,O motor está esquentando demais e a luz de temperatura está acesa.
Termostato,O carro está superaquecendo rapidamente e a temperatura está sempre alta.
Termostato,A luz de temperatura está piscando e o motor está superaquecendo.
Termostato,O carro está ficando muito quente e a luz de temperatura está acesa.
Termostato,O motor está superaquecendo e a temperatura está muito alta.
Termostato,O carro está esquentando rápido e a luz de temperatura está sempre acesa.
Termostato,A temperatura do motor está subindo e o carro está com problemas de aquecimento.
Termostato,A luz de temperatura está acesa e o carro está superaquecendo.
Termostato,O carro está com problemas de superaquecimento e a luz de temperatura está piscando.
Termostato,O motor está muito quente e a luz de temperatura não apaga.
Falha na Bomba de Vácuo,Os freios estão muito duros e não estão funcionando bem.
Falha na Bomba de Vácuo,"Quando eu freio, o pedal está mais pesado."
Falha na Bomba de Vácuo,Sinto um barulho estranho vindo da bomba de vácuo.
Falha na Bomba de Vácuo,A potência do motor caiu e os freios estão duros.
Falha na Bomba de Vácuo,O carro está com dificuldade para frear e o pedal está duro.
Falha na Bomba de Vácuo,"A bomba de vácuo pode estar com problema, porque os freios estão pesados."
Falha na Bomba de Vácuo,O carro está com dificuldade de frear e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,"Quando eu freio, o carro está fazendo um barulho estranho."
Falha na Bomba de Vácuo,O pedal do freio está muito duro e a bomba de vácuo pode estar com problema.
Falha na Bomba de Vácuo,Sinto que os freios estão mais duros do que o normal e a bomba de vácuo pode estar falhando.
Falha na Bomba de Vácuo,O carro não está freando bem e o pedal do freio está pesado.
Falha na Bomba de Vácuo,A bomba de vácuo parece estar com problema e os freios estão duros.
Falha na Bomba de Vácuo,"Quando freio, o pedal está mais rígido e o carro está com dificuldade para parar."
Falha na Bomba de Vácuo,O carro está com dificuldade de frear e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,Os freios estão duros e o carro está fazendo um barulho estranho ao frear.
Falha na Bomba de Vácuo,Sinto que a bomba de vácuo está com problema e os freios estão pesados.
Falha na Bomba de Vácuo,"Quando eu freio, o carro está fazendo um barulho e o pedal do freio está duro."
Falha na Bomba de Vácuo,O pedal do freio está mais pesado e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,O carro não está freando bem e o pedal está mais rígido.
Falha na Bomba de Vácuo,A bomba de vácuo está com problemas e os freios estão duros.
Falha na Bomba de Vácuo,"Quando eu freio, o carro está fazendo um barulho e o pedal está muito duro."
Falha na Bomba de Vácuo,O carro está com dificuldade de parar e o pedal do freio está pesado.
Falha na Bomba de Vácuo,"A bomba de vácuo pode estar com defeito, e o carro está com problemas nos freios."
Falha na Bomba de Vácuo,Os freios estão duros e o carro está fazendo um barulho estranho ao frear.
Falha na Bomba de Vácuo,O pedal do freio está rígido e a bomba de vácuo pode estar com problema.
Falha na Bomba de Vácuo,Sinto que os freios estão mais duros do que o normal e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,O carro está com dificuldades para frear e a bomba de vácuo está com problema.
Falha na Bomba de Vácuo,"Quando freio, o pedal está duro e o carro está fazendo um barulho estranho."
Falha na Bomba de Vácuo,A bomba de vácuo está falhando e os freios estão duros.
Falha na Bomba de Vácuo,O carro não está parando bem e o pedal do freio está mais pesado.
Falha na Bomba de Vácuo,A bomba de vácuo pode estar com problema e os freios estão duros.
Falha na Bomba de Vácuo,O carro está com dificuldades para frear e o pedal está rígido.
Falha na Bomba de Vácuo,Os freios estão duros e o carro está fazendo um barulho ao frear.
Falha na Bomba de Vácuo,Sinto que a bomba de vácuo está falhando e os freios estão pesados.
Falha na Bomba de Vácuo,"Quando eu freio, o pedal do freio está mais duro e o carro não para direito."
Falha na Bomba de Vácuo,O carro está com um problema nos freios e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,O pedal do freio está mais rígido e o carro está com dificuldade para parar.
Falha na Bomba de Vácuo,A bomba de vácuo está com problema e os freios estão duros.
Falha na Bomba de Vácuo,"Quando freio, o carro está fazendo um barulho e o pedal está mais pesado."
Falha na Bomba de Vácuo,O carro está com dificuldade de frear e a bomba de vácuo pode estar com defeito.
Falha na Bomba de Vácuo,Os freios estão duros e a bomba de vácuo pode estar com problema.
Falha na Bomba de Vácuo,O pedal do freio está muito rígido e o carro está fazendo um barulho ao frear.
Falha na Bomba de Vácuo,Sinto que a bomba de vácuo está com problema e os freios estão pesados.
Vazamento no sistema de exaustão,O carro está fazendo um barulho alto e estranho.
Vazamento no sistema de exaustão,Sinto que há fumaça saindo do escapamento.
Vazamento no sistema de exaustão,O carro está com um ruído estranho no escapamento.
Vazamento no sistema de exaustão,Há um vazamento no sistema de exaustão e o carro está fazendo um barulho.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o sistema de exaustão pode estar com vazamento.
Vazamento no sistema de exaustão,O escapamento está fazendo um barulho alto e há um vazamento.
Vazamento no sistema de exaustão,Sinto um cheiro estranho vindo do escapamento e o carro está fazendo um barulho.
Vazamento no sistema de exaustão,O carro está com um vazamento de exaustão e está fazendo um barulho alto.
Vazamento no sistema de exaustão,O escapamento está soltando fumaça e há um vazamento no sistema de exaustão.
Vazamento no sistema de exaustão,O carro está com um barulho estranho e há um vazamento no escapamento.
Vazamento no sistema de exaustão,Sinto que há fumaça saindo do escapamento e o carro está fazendo um barulho.
Vazamento no sistema de exaustão,O sistema de exaustão está vazando e o carro está fazendo um barulho alto.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o sistema de exaustão está com vazamento.
Vazamento no sistema de exaustão,O escapamento está fazendo um barulho e há um vazamento no sistema de exaustão.
Vazamento no sistema de exaustão,Sinto um cheiro estranho e o carro está com um barulho no escapamento.
Vazamento no sistema de exaustão,O carro está com um vazamento de exaustão e o escapamento está fazendo um barulho.
Vazamento no sistema de exaustão,O escapamento está soltando fumaça e o carro está fazendo um barulho alto.
Vazamento no sistema de exaustão,O carro está fazendo um barulho estranho e o sistema de exaustão está vazando.
Vazamento no sistema de exaustão,Sinto que o escapamento está com um vazamento e o carro está fazendo um barulho.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o escapamento está fazendo um barulho alto.
Vazamento no sistema de exaustão,O sistema de exaustão está vazando e o carro está com um ruído estranho.
Vazamento no sistema de exaustão,O carro está fazendo um barulho no escapamento e há um vazamento de exaustão.
Vazamento no sistema de exaustão,Sinto um cheiro estranho e o sistema de exaustão está com vazamento.
Vazamento no sistema de exaustão,O escapamento está com um vazamento e o carro está fazendo um barulho.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o escapamento está fazendo um barulho alto.
Vazamento no sistema de exaustão,O sistema de exaustão está vazando e há um barulho no escapamento.
Vazamento no sistema de exaustão,O carro está com um barulho estranho e o sistema de exaustão está vazando.
Vazamento no sistema de exaustão,Sinto que o escapamento está fazendo um barulho alto e há um vazamento.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o sistema de exaustão está com um barulho.
Vazamento no sistema de exaustão,O escapamento está vazando e o carro está fazendo um barulho alto.
Vazamento no sistema de exaustão,O carro está com um ruído estranho no escapamento e o sistema de exaustão está vazando.
Vazamento no sistema de exaustão,O sistema de exaustão está vazando e o carro está soltando fumaça.
Vazamento no sistema de exaustão,O carro está com um barulho no escapamento e há um vazamento no sistema de exaustão.
Vazamento no sistema de exaustão,Sinto que o escapamento está com um problema e o carro está soltando fumaça.
Vazamento no sistema de exaustão,O carro está fazendo um barulho no sistema de exaustão e há um vazamento.
Vazamento no sistema de exaustão,O escapamento está fazendo um barulho alto e o sistema de exaustão está vazando.
Vazamento no sistema de exaustão,Sinto um cheiro estranho e o carro está com um vazamento no escapamento.
Vazamento no sistema de exaustão,O carro está soltando fumaça e o escapamento está com um barulho.
Vazamento no sistema de exaustão,O sistema de exaustão está vazando e o carro está com um ruído no escapamento.
Vazamento no sistema de exaustão,O carro está fazendo um barulho estranho e há um vazamento no sistema de exaustão.
Falha na válvula EGR,A potência do carro está muito baixa e a luz de EGR está acesa.
Falha na válvula EGR,O carro está emitindo mais fumaça do que o normal.
Falha na válvula EGR,Sinto que o motor está perdendo potência e a luz de EGR está acesa.
Falha na válvula EGR,A luz de EGR está piscando e o carro está com menos potência.
Falha na válvula EGR,O motor está fazendo um barulho estranho e a potência está baixa.
Falha na válvula EGR,A potência do motor caiu e a luz de EGR não apaga.
Falha na válvula EGR,Sinto que o carro está emitindo mais poluentes e a luz de EGR está acesa.
Falha na válvula EGR,O carro está com um desempenho ruim e a luz de EGR está sempre acesa.
Falha na válvula EGR,A luz de EGR está piscando e a potência do motor está reduzida.
Falha na válvula EGR,O motor está com pouca potência e a luz de EGR está acesa.
Falha na válvula EGR,Sinto que a emissão de poluentes aumentou e a luz de EGR está acesa.
Falha na válvula EGR,A potência do carro está baixa e a luz de EGR está piscando.
Falha na válvula EGR,O carro está emitindo mais fumaça e o motor não está desenvolvendo potência.
Falha na válvula EGR,A luz de EGR está sempre acesa e a potência do motor está baixa.
Falha na válvula EGR,Sinto que o desempenho do carro caiu e a luz de EGR está acesa.
Falha na válvula EGR,O carro está com a potência reduzida e a luz de EGR não apaga.
Falha na válvula EGR,A luz de EGR está piscando e o carro está com menos potência.
Falha na válvula EGR,O motor está fraco e a luz de EGR está acesa.
Falha na válvula EGR,Sinto que a emissão de poluentes aumentou e a luz de EGR está piscando.
Falha na válvula EGR,O carro está com desempenho ruim e a luz de EGR está sempre acesa.
Falha na válvula EGR,A potência do motor está baixa e a luz de EGR está sempre acesa.
Falha na válvula EGR,O motor está fazendo um barulho estranho e a luz de EGR está piscando.
Falha na válvula EGR,A luz de EGR está acesa e o carro está com menos potência.
Falha na válvula EGR,Sinto que o carro está emitindo mais fumaça e a luz de EGR está acesa.
Falha na válvula EGR,A potência do motor caiu e a luz de EGR está piscando.
Falha na válvula EGR,O carro está com um desempenho ruim e a luz de EGR está sempre acesa.
Falha na válvula EGR,A luz de EGR está piscando e o motor está com pouca potência.
Falha na válvula EGR,O carro está emitindo mais poluentes e a luz de EGR está acesa.
Falha na válvula EGR,Sinto que a potência do carro está reduzida e a luz de EGR está sempre acesa.
Falha na válvula EGR,O motor está com pouca potência e a luz de EGR está piscando.
Falha na válvula EGR,A potência do carro está baixa e a luz de EGR não apaga.
Falha na válvula EGR,A luz de EGR está acesa e o carro está com menos potência.
Falha na válvula EGR,Sinto que o carro está emitindo mais fumaça e a luz de EGR está piscando.
Falha na válvula EGR,O motor está fraco e a luz de EGR está sempre acesa.
Falha na válvula EGR,A potência do carro está reduzida e a luz de EGR está piscando.
Falha na válvula EGR,O carro está com um desempenho ruim e a luz de EGR está acesa.
Falha na válvula EGR,A luz de EGR está piscando e o carro está com pouca potência.
Falha na válvula EGR,O motor está fazendo um barulho estranho e a potência está baixa.
Falha na válvula EGR,Sinto que o carro está com mais poluentes e a luz de EGR está acesa.
Falha na válvula EGR,A potência do carro está baixa e a luz de EGR está piscando.
Falha na válvula EGR,O carro está emitindo mais fumaça e a luz de EGR está acesa.
Falha na válvula EGR,A luz de EGR está acesa e o motor está com menos potência.
Falha no sistema de Arrefecimento,O carro está superaquecendo muito rapidamente.
Falha no sistema de Arrefecimento,Sinto que o motor está esquentando demais.
Falha no sistema de Arrefecimento,A luz de superaquecimento está acesa e o carro está muito quente.
Falha no sistema de Arrefecimento,O carro está com problemas de aquecimento e o motor está superaquecendo.
Falha no sistema de Arrefecimento,A temperatura do motor está sempre alta e o carro está superaquecendo.
Falha no sistema de Arrefecimento,O carro está com um vazamento no sistema de arrefecimento e o motor está esquentando.
Falha no sistema de Arrefecimento,A luz de superaquecimento está piscando e o carro está muito quente.
Falha no sistema de Arrefecimento,Sinto que o motor está superaquecendo e há um vazamento de líquido de arrefecimento.
Falha no sistema de Arrefecimento,O carro está com problemas de temperatura e a luz de superaquecimento está acesa.
Falha no sistema de Arrefecimento,A temperatura do motor está alta e o carro está superaquecendo.
Falha no sistema de Arrefecimento,O carro está com um vazamento no sistema de arrefecimento e o motor está quente.
Falha no sistema de Arrefecimento,Sinto que o motor está esquentando demais e a luz de superaquecimento está acesa.
Falha no sistema de Arrefecimento,A temperatura do motor está sempre alta e o carro está com problemas de aquecimento.
Falha no sistema de Arrefecimento,O carro está superaquecendo e a luz de temperatura está piscando.
Falha no sistema de Arrefecimento,O motor está esquentando demais e a luz de superaquecimento não apaga.
Falha no sistema de Arrefecimento,Sinto um problema de temperatura e o carro está superaquecendo.
Falha no sistema de Arrefecimento,A luz de superaquecimento está acesa e o carro está com problemas de arrefecimento.
Falha no sistema de Arrefecimento,O carro está com problemas de aquecimento e a luz de temperatura está piscando.
Falha no sistema de Arrefecimento,A temperatura do motor está alta e o carro está superaquecendo rapidamente.
Falha no sistema de Arrefecimento,O carro está superaquecendo e há um vazamento no sistema de arrefecimento.
Falha no sistema de Arrefecimento,Sinto que o motor está esquentando muito e a luz de temperatura está acesa.
Falha no sistema de Arrefecimento,A luz de superaquecimento está piscando e o carro está com problemas de temperatura.
Falha no sistema de Arrefecimento,O carro está com um vazamento no sistema de arrefecimento e a temperatura está alta.
Falha no sistema de Arrefecimento,Sinto que a temperatura do motor está alta e o carro está superaquecendo.
Falha no sistema de Arrefecimento,O carro está superaquecendo e a luz de temperatura está sempre acesa.
Falha no sistema de Arrefecimento,A luz de superaquecimento está acesa e o carro está com problemas de arrefecimento.
Falha no sistema de Arrefecimento,O motor está esquentando demais e a temperatura está alta.
Falha no sistema de Arrefecimento,Sinto que o carro está com problemas de arrefecimento e a temperatura está alta.
Falha no sistema de Arrefecimento,O carro está superaquecendo rapidamente e a luz de temperatura não apaga.
Falha no sistema de Arrefecimento,A temperatura do motor está sempre alta e o carro está superaquecendo.
Falha no sistema de Arrefecimento,O carro está com problemas de aquecimento e a luz de temperatura está piscando.
Falha no sistema de Arrefecimento,Sinto um problema no sistema de arrefecimento e o motor está superaquecendo.
Falha no sistema de Arrefecimento,A luz de superaquecimento está acesa e o carro está com problemas de arrefecimento.
Falha no sistema de Arrefecimento,O carro está superaquecendo e a temperatura do motor está muito alta.
Falha no sistema de Arrefecimento,Sinto que o motor está esquentando rápido e a luz de temperatura está acesa.
Falha no sistema de Arrefecimento,O carro está com problemas de arrefecimento e a temperatura está alta.
Alinhamento e Geometria,O carro parece estar puxando para o lado enquanto dirijo.
Alinhamento e Geometria,"A direção está torta, mesmo quando eu ando em linha reta."
Alinhamento e Geometria,Sinto que o carro está deslizando para um lado nas curvas.
Alinhamento e Geometria,"O volante está virado de um jeito estranho, parece que o carro está desalinhado."
Alinhamento e Geometria,O carro está indo para a direita quando eu deixo o volante solto.
Alinhamento e Geometria,"O desgaste dos pneus está irregular, acho que o alinhamento está errado."
Alinhamento e Geometria,Sinto que o carro está desestabilizando em alta velocidade.
Alinhamento e Geometria,O carro está puxando para o lado e o volante está vibrando.
Alinhamento e Geometria,A direção está muito sensível e o carro parece instável.
Alinhamento e Geometria,"Os pneus estão se desgastando de maneira desigual, deve ser o alinhamento."
Alinhamento e Geometria,O carro está tremendo e parece estar desalinhado.
Alinhamento e Geometria,"O volante não está centralizado, mesmo quando o carro está reto."
Alinhamento e Geometria,Sinto que a direção está pesada e o carro puxa para um lado.
Alinhamento e Geometria,"O carro está vibrando e puxando para o lado, pode ser problema no alinhamento."
Alinhamento e Geometria,O volante está torto e o carro não anda reto.
Alinhamento e Geometria,O carro está com a direção instável e os pneus estão desgastando rápido.
Alinhamento e Geometria,A direção parece solta e o carro está indo para o lado.
Alinhamento e Geometria,O carro está com o volante torto e a direção está instável.
Alinhamento e Geometria,"Os pneus estão gastando de forma desigual, deve ser o alinhamento."
Alinhamento e Geometria,O carro puxa para a esquerda e o volante não fica reto.
Alinhamento e Geometria,O volante está desalinhado e o carro parece instável em linha reta.
Alinhamento e Geometria,Sinto que o carro está deslizando para o lado e o volante está vibrando.
Alinhamento e Geometria,O carro está com a direção estranha e o volante está torto.
